Id,date,Ttb,Tx,Tn,Utb,Un,RRR,Bh,Sh,RunOff,Thang
11053,1992-04-16 00:00:00.000,"24,8","30,7","21,5",77,59,0,"4,7","9,8","32,1",NULL
11054,1992-04-17 00:00:00.000,"25,4","33,6","20,7",73,49,0,"2,9","7,7","30,9",NULL
11055,1992-04-18 00:00:00.000,"24,6","31,7","20,8",85,60,"7,3","1,4",6,"39,7",NULL
11056,1992-04-19 00:00:00.000,"25,9","31,9","22,1",80,60,0,"1,9","6,3","36,9",NULL
11057,1992-04-20 00:00:00.000,27,"34,1","23,3",73,55,0,"2,6",8,"38,8",NULL
11058,1992-04-21 00:00:00.000,"26,8","33,7","23,2",76,53,"0,5","2,2","7,2","42,8",NULL
11059,1992-04-22 00:00:00.000,"26,9","34,4","23,6",76,56,0,"2,5","7,3","40,6",NULL
11060,1992-04-23 00:00:00.000,"26,9","35,2","21,3",76,48,"32,3","2,2","8,1","40,6",NULL
11061,1992-04-24 00:00:00.000,"27,2","34,7",22,70,39,0,"3,5",11,"40,6",NULL
11062,1992-04-25 00:00:00.000,"25,9","33,2","20,3",66,37,0,"6,1","10,6","37,8",NULL
11063,1992-04-26 00:00:00.000,"25,4","31,9","20,4",72,48,0,"4,7","8,7","36,9",NULL
11064,1992-04-27 00:00:00.000,"27,3","35,1","20,9",64,32,0,"5,1","11,4","32,1",NULL
11065,1992-04-28 00:00:00.000,"26,9","34,7","20,8",69,39,0,"5,1","10,1","27,9",NULL
11066,1992-04-29 00:00:00.000,"27,6","35,2","21,9",70,33,0,"4,7","10,2","22,6",NULL
11067,1992-04-30 00:00:00.000,"27,4","35,3","21,2",70,39,0,"4,2","10,3","21,8",NULL
11068,1992-05-01 00:00:00.000,"26,6","34,7","22,3",71,45,0,"4,5","8,3","21,2",NULL
11069,1992-05-02 00:00:00.000,"25,4","33,5","20,2",80,53,"60,8",4,"6,7","21,8",NULL
11070,1992-05-03 00:00:00.000,"24,8","32,4","20,7",85,54,"4,3","2,9","4,8",23,NULL
11071,1992-05-04 00:00:00.000,"26,8","33,2",22,76,49,0,"3,3","10,6","27,9",NULL
11072,1992-05-05 00:00:00.000,"26,1","31,9","22,3",80,51,0,"2,3","6,9","23,4",NULL
11073,1992-05-06 00:00:00.000,"26,8",34,"22,5",76,51,"1,3","3,1",9,23,NULL
11074,1992-05-07 00:00:00.000,"27,2","32,7","22,8",73,55,"0,1","3,4","5,5","23,4",NULL
11075,1992-05-08 00:00:00.000,"27,2","32,9","22,1",76,54,0,"4,2","8,3","27,9",NULL
11076,1992-05-09 00:00:00.000,"27,1","33,6","21,6",75,51,"25,6","3,4","7,8",23,NULL
11077,1992-05-10 00:00:00.000,"25,5","32,4","21,6",85,59,"34,2","2,6","7,8","31,5",NULL
11078,1992-05-11 00:00:00.000,"25,8","32,3","21,1",80,50,0,"4,3","9,7","38,8",NULL
11079,1992-05-12 00:00:00.000,"26,3","33,4","21,6",77,54,0,"4,9","9,5","33,7",NULL
11080,1992-05-13 00:00:00.000,"26,4","33,2","20,6",73,45,0,"7,5","11,4","35,2",NULL
11081,1992-05-14 00:00:00.000,"26,8","34,2","21,8",72,42,0,8,11,"36,9",NULL
11082,1992-05-15 00:00:00.000,"25,5","32,4","22,6",82,59,"28,6","3,5","7,1","32,1",NULL
11083,1992-05-16 00:00:00.000,"23,8","30,4","21,5",87,63,"9,3","1,7","7,9","30,9",NULL
11084,1992-05-17 00:00:00.000,"24,7","32,5","20,8",85,61,74,"2,8","8,7",46,NULL
11085,1992-05-18 00:00:00.000,"25,1","31,2","20,2",84,61,"3,8","2,6",10,"60,4",NULL
11086,1992-05-19 00:00:00.000,"25,7","33,4","22,1",81,59,"4,4",4,7,"52,2",NULL
11087,1992-05-20 00:00:00.000,"24,9","33,2","21,1",84,56,"24,5","4,8","9,5","57,6",NULL
11088,1992-05-21 00:00:00.000,"26,4","34,5","22,5",80,49,"1,8",5,"10,8","83,7",NULL
11089,1992-05-22 00:00:00.000,"24,9","31,1","21,8",86,66,"38,1","1,9",9,156,NULL
11090,1992-05-23 00:00:00.000,"24,9",31,"21,3",87,68,"29,8","1,7","6,2",204,NULL
11091,1992-05-24 00:00:00.000,"26,5","31,7","22,1",82,61,0,"2,8","9,5",185,NULL
11092,1992-05-25 00:00:00.000,"24,6","30,4","22,3",88,67,"4,3","2,4","5,3",193,NULL
11093,1992-05-26 00:00:00.000,"25,5","32,7","21,2",84,61,0,"3,7","10,2",193,NULL
11094,1992-05-27 00:00:00.000,"25,2","31,2","21,8",84,63,"18,1",4,"9,6",193,NULL
11095,1992-05-28 00:00:00.000,"25,2","30,7","21,5",86,63,"13,1","1,6","3,7",191,NULL
11096,1992-05-29 00:00:00.000,"26,4","32,5","22,4",81,63,0,"2,5","9,7",193,NULL
11097,1992-05-30 00:00:00.000,"25,1","30,1",22,89,72,"6,8","1,2","7,3",167,NULL
11098,1992-05-31 00:00:00.000,"26,5","32,4","22,7",81,53,0,3,"10,7",138,NULL
11099,1992-06-01 00:00:00.000,"27,3","32,2","23,3",77,60,0,"2,2","8,2",132,NULL
11100,1992-06-02 00:00:00.000,"26,7","32,9","22,2",80,59,0,2,"8,9",119,NULL
11101,1992-06-03 00:00:00.000,"26,1","32,2","22,6",79,58,0,"2,3","8,9","97,2",NULL
11102,1992-06-04 00:00:00.000,"25,6","31,9","21,6",83,60,"2,6","2,5","4,1","87,5",NULL
11103,1992-06-05 00:00:00.000,"25,9","32,7",21,82,60,"1,2","2,4","11,5","87,5",NULL
11104,1992-06-06 00:00:00.000,"26,3","32,5","22,6",79,59,0,"3,2","8,3","91,4",NULL
11105,1992-06-07 00:00:00.000,"24,7","30,9","20,5",85,67,"27,9","2,4","4,3","99,1",NULL
11106,1992-06-08 00:00:00.000,25,"31,9","20,6",86,62,27,"2,2","9,2",138,NULL
11107,1992-06-09 00:00:00.000,"24,4","30,6",21,91,69,"35,4","1,2",6,174,NULL
11108,1992-06-10 00:00:00.000,"24,6","30,4","22,2",91,70,"10,2","1,5","4,7",235,NULL
11109,1992-06-11 00:00:00.000,"24,3","27,9","21,7",90,76,"0,8","1,2","3,5",262,NULL
11110,1992-06-12 00:00:00.000,"25,1","29,9","22,4",87,71,"3,4","1,4","5,7",204,NULL
11111,1992-06-13 00:00:00.000,25,"30,2","22,2",87,76,0,"2,3",9,198,NULL
11112,1992-06-14 00:00:00.000,25,"30,9",21,85,64,"24,2","2,2","10,2",207,NULL
11113,1992-06-15 00:00:00.000,"24,6","31,3","22,1",86,65,"0,2","2,9","7,9",251,NULL
11114,1992-06-16 00:00:00.000,"23,5","29,2","22,2",92,83,"6,4","1,7",5,248,NULL
11115,1992-06-17 00:00:00.000,24,"28,2","22,2",89,78,"1,7","1,3","4,7",243,NULL
11116,1992-06-18 00:00:00.000,"24,9","29,7","22,1",88,76,"4,1","2,2",5,238,NULL
11117,1992-06-19 00:00:00.000,"23,9","26,4",23,93,84,"44,6","0,7","0,4",276,NULL
11118,1992-06-20 00:00:00.000,"22,6","25,9","21,3",98,97,"103,5","0,6","0,1",789,NULL
11119,1992-06-21 00:00:00.000,"24,7","29,4","21,3",90,69,0,2,"8,3",754,NULL
11120,1992-06-22 00:00:00.000,"23,3",28,"22,5",97,93,49,"0,6","3,6",475,NULL
11121,1992-06-23 00:00:00.000,"23,2","28,5",21,92,79,"8,9","1,9","3,9",459,NULL
11122,1992-06-24 00:00:00.000,"22,4","25,9","21,1",94,91,"8,7","1,1","0,1",404,NULL
11123,1992-06-25 00:00:00.000,"22,5","24,2",21,96,93,"28,1","0,6",0,450,NULL
11124,1992-06-26 00:00:00.000,"22,9","23,7","21,8",93,89,"22,8","0,8",0,503,NULL
11125,1992-06-27 00:00:00.000,"22,9","25,7","21,3",89,74,"11,1","2,4",0,578,NULL
11126,1992-06-28 00:00:00.000,"24,4","28,7","21,3",80,63,"4,2","3,7","5,6",584,NULL
11127,1992-06-29 00:00:00.000,"24,3",30,"21,4",82,64,"0,7","2,7","5,6",566,NULL
11128,1992-06-30 00:00:00.000,"24,7","30,2",21,81,63,"1,9","3,5",9,538,NULL
11129,1992-07-01 00:00:00.000,"24,4","30,3","20,5",85,66,7,3,"10,3",484,NULL
11130,1992-07-02 00:00:00.000,"25,6",31,"21,8",82,66,"2,6","3,5","11,6",446,NULL
11131,1992-07-03 00:00:00.000,"24,1","28,8",23,89,80,"3,7","1,1","4,1",408,NULL
11132,1992-07-04 00:00:00.000,"24,1","30,6",22,92,77,"4,9","1,7","6,8",399,NULL
11133,1992-07-05 00:00:00.000,"25,6","31,2","19,8",83,70,0,"2,8","10,8",401,NULL
11134,1992-07-06 00:00:00.000,"24,1","30,2","21,3",88,78,"4,2","2,2","8,1",364,NULL
11135,1992-07-07 00:00:00.000,"24,6",30,"21,1",88,80,"30,6","1,3","6,6",339,NULL
11136,1992-07-08 00:00:00.000,"23,7","29,7","20,5",90,70,"7,1","1,3","5,5",326,NULL
11137,1992-07-09 00:00:00.000,"23,2","30,7","19,8",87,66,"1,1","2,3","9,8",356,NULL
11138,1992-07-10 00:00:00.000,"24,2","30,9","20,5",85,67,"3,6","2,5","9,1",366,NULL
11139,1992-07-11 00:00:00.000,"24,7","30,8","20,2",81,49,7,"2,7","10,9",392,NULL
11140,1992-07-12 00:00:00.000,"25,1","30,2","20,8",86,65,0,"2,7","9,8",322,NULL
11141,1992-07-13 00:00:00.000,"24,6","30,2","20,9",86,66,17,"1,9","5,9",277,NULL
11142,1992-07-14 00:00:00.000,"23,9","30,4",20,87,64,"1,7","1,5","6,3",290,NULL
11143,1992-07-15 00:00:00.000,24,"30,9","20,9",90,66,15,"1,7","6,8",277,NULL
11144,1992-07-16 00:00:00.000,"24,6","30,4","19,8",85,65,"0,1","2,5","11,2",273,NULL
11145,1992-07-17 00:00:00.000,"25,4","31,2","20,7",83,64,0,3,10,255,NULL
11146,1992-07-18 00:00:00.000,"23,4","29,2","21,6",92,77,"21,2","1,9","8,4",240,NULL
11147,1992-07-19 00:00:00.000,"25,7","31,5","21,4",86,69,0,"2,9","10,4",235,NULL
11148,1992-07-20 00:00:00.000,"24,2","30,5","21,6",90,86,"9,6","1,6","8,1",233,NULL
11149,1992-07-21 00:00:00.000,"24,4","30,2","21,4",88,60,"3,2","1,3","4,5",229,NULL
11150,1992-07-22 00:00:00.000,"23,3","28,7","20,5",89,81,"13,8","1,3","5,1",248,NULL
11151,1992-07-23 00:00:00.000,"23,9","28,7","20,7",82,66,"0,6","2,4","2,5",275,NULL
11152,1992-07-24 00:00:00.000,"23,7","29,4","20,2",82,72,"2,5","2,2","3,5",266,NULL
11153,1992-07-25 00:00:00.000,"22,9","27,3",21,92,78,"32,3","0,5","1,4",343,NULL
11154,1992-07-26 00:00:00.000,"22,7","25,5","20,3",93,83,"10,6","0,4","0,6",373,NULL
11155,1992-07-27 00:00:00.000,"23,4","28,9","20,8",90,74,"1,7","1,3","6,3",363,NULL
11156,1992-07-28 00:00:00.000,"24,3","29,2","22,2",91,75,"2,6","1,6","4,6",391,NULL
11157,1992-07-29 00:00:00.000,24,"30,2","21,7",89,70,"2,7","1,5","4,5",414,NULL
11158,1992-07-30 00:00:00.000,"24,1","29,6","20,8",86,69,"4,5","1,5","4,7",402,NULL
11159,1992-07-31 00:00:00.000,"23,2","28,9","21,3",91,76,"3,8","1,7",6,386,NULL
11160,1992-08-01 00:00:00.000,"23,9","30,2","20,9",87,66,"0,6","2,3","9,6",400,NULL
11161,1992-08-02 00:00:00.000,"23,5","28,2","20,3",91,78,"78,8","0,9","0,1",584,NULL
11162,1992-08-03 00:00:00.000,"25,4","31,4","21,6",83,57,0,"2,9",10,571,NULL
11163,1992-08-04 00:00:00.000,"24,7","29,8",21,86,72,0,"2,2","7,6",594,NULL
11164,1992-08-05 00:00:00.000,"25,6","31,5","21,3",82,60,"0,3","2,9","10,9",526,NULL
11165,1992-08-06 00:00:00.000,"23,5","28,2",22,93,86,"3,4","1,6","7,5",495,NULL
11166,1992-08-07 00:00:00.000,25,"29,7","21,6",87,72,0,"2,3","11,5",493,NULL
11167,1992-08-08 00:00:00.000,"25,1","30,9","20,5",86,68,0,"3,1","10,3",460,NULL
11168,1992-08-09 00:00:00.000,"25,3","30,2","22,2",86,65,0,"2,2","9,1",439,NULL
11169,1992-08-10 00:00:00.000,"25,4","30,4","21,1",83,67,"23,6","2,3","7,8",502,NULL
11170,1992-08-11 00:00:00.000,"23,7","29,7",20,88,67,"56,1","1,3","8,2",548,NULL
11171,1992-08-12 00:00:00.000,"22,8","26,7","21,1",95,92,"15,5","0,7","2,3",571,NULL
11172,1992-08-13 00:00:00.000,"23,7","28,9","21,1",89,73,2,"1,2","4,6",495,NULL
11173,1992-08-14 00:00:00.000,"22,8","26,3","21,4",93,81,"5,1","1,3","2,5",469,NULL
11174,1992-08-15 00:00:00.000,"23,7",28,"21,7",88,73,"8,2","1,4","2,4",460,NULL
11175,1992-08-16 00:00:00.000,"22,5","26,2","21,6",93,89,"18,8","0,8","1,3",490,NULL
11176,1992-08-17 00:00:00.000,"22,6","28,2","20,7",93,84,"15,9","1,6","2,8",556,NULL
11177,1992-08-18 00:00:00.000,"23,2","28,2","21,4",90,73,"3,9","1,4","1,8",561,NULL
11178,1992-08-19 00:00:00.000,"23,7","27,9","21,7",86,67,"1,2","2,2",3,548,NULL
11179,1992-08-20 00:00:00.000,"23,7","28,6","22,2",91,77,"10,5","1,6","3,2",528,NULL
11180,1992-08-21 00:00:00.000,"22,8","25,8","21,6",96,94,"37,6","0,3","0,2",610,NULL
11181,1992-08-22 00:00:00.000,"22,7","26,2","21,6",97,96,"14,2","0,6","0,3",676,NULL
11182,1992-08-23 00:00:00.000,23,"26,9","21,3",96,89,95,"0,6","1,4",877,NULL
11183,1992-08-24 00:00:00.000,"24,2","28,5","21,4",90,79,"23,9","1,3","5,5",942,NULL
11184,1992-08-25 00:00:00.000,"23,9","27,7","22,2",93,84,"15,4",1,"2,7",866,NULL
11185,1992-08-26 00:00:00.000,"23,3","27,7","21,8",94,92,"16,9","0,6","2,3",835,NULL
11186,1992-08-27 00:00:00.000,"23,6","27,8","21,8",93,87,"4,4","1,2","2,6",826,NULL
11187,1992-08-28 00:00:00.000,"23,5","27,9","21,8",94,85,1,"1,1","2,9",785,NULL
11188,1992-08-29 00:00:00.000,"24,1","29,9","21,3",91,76,"16,8","1,4","3,3",754,NULL
11189,1992-08-30 00:00:00.000,"23,4","28,7","21,5",93,77,38,"1,3","3,8",980,NULL
11190,1992-08-31 00:00:00.000,"23,3","26,9","21,8",96,88,"13,5",1,3,959,NULL
11191,1992-09-01 00:00:00.000,"24,3","28,9","22,2",94,90,9,"1,3","4,3",832,NULL
11192,1992-09-02 00:00:00.000,"24,1","26,7","23,1",94,93,9,"0,7","2,1",772,NULL
11193,1992-09-03 00:00:00.000,"24,5","28,9","22,3",92,80,"7,2","1,5","7,3",760,NULL
11194,1992-09-04 00:00:00.000,"24,8","29,4","21,6",91,76,"11,4","1,3","6,6",813,NULL
11195,1992-09-05 00:00:00.000,24,"29,7","20,8",90,70,"33,5","1,4","5,4",774,NULL
11196,1992-09-06 00:00:00.000,"24,8","30,4","21,5",89,72,0,2,"9,2",787,NULL
11197,1992-09-07 00:00:00.000,24,"28,7",20,89,76,"3,2","1,9","5,8",735,NULL
11198,1992-09-08 00:00:00.000,"24,4","28,2","21,6",89,77,"11,2","1,9","5,1",697,NULL
11199,1992-09-09 00:00:00.000,25,"30,2","21,5",87,78,"0,6",2,"8,7",653,NULL
11200,1992-09-10 00:00:00.000,"23,9","29,7","21,4",87,73,6,"1,7","6,7",634,NULL
11201,1992-09-11 00:00:00.000,"24,2","29,6","22,2",91,80,"1,4","1,4","5,2",608,NULL
11202,1992-09-12 00:00:00.000,"23,4","27,7",21,94,87,"3,4","1,2","4,1",600,NULL
11203,1992-09-13 00:00:00.000,"24,1","29,2","20,7",86,69,"1,8","1,5","5,6",576,NULL
11204,1992-09-14 00:00:00.000,"24,6","30,3",20,86,66,0,"2,4","10,1",542,NULL
11205,1992-09-15 00:00:00.000,"25,1","30,4","20,8",82,64,0,"2,6","10,8",510,NULL
11206,1992-09-16 00:00:00.000,"24,6","30,9","21,1",87,65,0,"2,3","9,7",481,NULL
11207,1992-09-17 00:00:00.000,"21,6","27,7","20,3",96,90,"0,4","0,9","3,7",470,NULL
11208,1992-09-18 00:00:00.000,"22,4","27,2","19,7",93,81,"10,4","1,3","3,3",480,NULL
11209,1992-09-19 00:00:00.000,"21,3","25,3",20,97,94,0,"0,5","1,8",478,NULL
11210,1992-09-20 00:00:00.000,"23,1","27,2","20,1",90,77,"10,7","0,8","3,7",519,NULL
11211,1992-09-21 00:00:00.000,23,"27,3",21,94,88,"16,2","0,9","1,3",554,NULL
11212,1992-09-22 00:00:00.000,"22,1","27,2","21,7",97,95,"4,4","0,5","1,2",574,NULL
11213,1992-09-23 00:00:00.000,"22,4","27,4","20,5",96,91,"53,3",1,2,743,NULL
11214,1992-09-24 00:00:00.000,"23,8","28,9","21,6",90,74,"9,9","1,2","3,6",662,NULL
11215,1992-09-25 00:00:00.000,"24,5","31,3","20,8",84,63,"0,5","1,9","8,9",594,NULL
11216,1992-09-26 00:00:00.000,"24,8","31,2",21,85,60,0,"2,5","7,9",639,NULL
11217,1992-09-27 00:00:00.000,"24,7","29,9","20,7",88,75,0,"2,1","6,6",576,NULL
11218,1992-09-28 00:00:00.000,"24,3","30,8","20,7",88,68,"2,1","1,7","7,9",554,NULL
11219,1992-09-29 00:00:00.000,"24,5","30,7","20,4",85,57,0,"2,4","6,5",594,NULL
11220,1992-09-30 00:00:00.000,25,"31,2","20,2",82,61,0,"2,8","10,1",526,NULL
11221,1992-10-01 00:00:00.000,"24,6","31,2","20,7",83,57,0,"2,9","7,5",514,NULL
11222,1992-10-02 00:00:00.000,"24,6","30,7","20,3",83,60,0,"3,2","6,6",502,NULL
11223,1992-10-03 00:00:00.000,"24,6",30,"21,7",83,60,0,"3,1","6,2",488,NULL
11224,1992-10-04 00:00:00.000,"24,6","30,9","19,4",81,54,0,"3,6","10,2",465,NULL
11225,1992-10-05 00:00:00.000,"24,8","31,3","21,1",82,57,0,"3,5","8,6",465,NULL
11226,1992-10-06 00:00:00.000,"23,5","29,2","20,1",91,82,"1,6","1,6","6,2",458,NULL
11227,1992-10-07 00:00:00.000,"24,3","30,6",20,88,61,"10,1","2,1","5,2",442,NULL
11228,1992-10-08 00:00:00.000,"25,2","30,5","21,5",82,60,"31,5","2,5","9,8",512,NULL
11229,1992-10-09 00:00:00.000,"24,2","28,5","21,9",87,73,0,"2,2","2,2",488,NULL
11230,1992-10-10 00:00:00.000,"23,7",29,"21,8",85,67,"0,1","2,8","6,7",460,NULL
11231,1992-10-11 00:00:00.000,"22,9","26,7","20,8",88,71,0,"2,1","1,2",451,NULL
11232,1992-10-12 00:00:00.000,22,"23,5","20,9",96,90,"9,4","0,4",0,439,NULL
11233,1992-10-13 00:00:00.000,"22,7","27,8",20,88,69,"8,5","1,6","2,6",437,NULL
11234,1992-10-14 00:00:00.000,"22,5","27,9","18,9",86,65,0,2,4,428,NULL
11235,1992-10-15 00:00:00.000,23,"28,4","19,8",83,62,"1,2","2,4","4,4",423,NULL
11236,1992-10-16 00:00:00.000,"23,3","29,2","19,8",81,68,0,"2,9","10,1",405,NULL
11237,1992-10-17 00:00:00.000,"22,6","27,4",20,81,63,"0,8","3,2","5,1",396,NULL
11238,1992-10-18 00:00:00.000,"21,8","27,8","17,8",78,59,0,"3,8","6,8",386,NULL
11239,1992-10-19 00:00:00.000,"21,9",27,"17,4",82,60,0,"2,8","1,3",375,NULL
11240,1992-10-20 00:00:00.000,"23,4","27,7","21,3",84,65,0,"2,1","0,9",368,NULL
11241,1992-10-21 00:00:00.000,"23,1",27,"20,8",91,77,"0,2",1,"0,3",362,NULL
11242,1992-10-22 00:00:00.000,22,"24,2","20,5",95,89,"9,5","0,6",0,356,NULL
11243,1992-10-23 00:00:00.000,"20,3","21,3","19,3",100,98,"140,4","0,3",0,509,NULL
11244,1992-10-24 00:00:00.000,"21,1","22,8",20,99,98,"136,4","0,3",0,1670,NULL
11245,1992-10-25 00:00:00.000,"21,4","22,9","20,5",96,89,"10,7","0,5",0,1240,NULL
11246,1992-10-26 00:00:00.000,"21,6","25,4","20,3",84,77,"1,9",3,"3,1",1140,NULL
11247,1992-10-27 00:00:00.000,"20,8",26,"18,4",84,66,"4,8",2,"5,3",1260,NULL
11248,1992-10-28 00:00:00.000,"19,3","20,7","18,1",98,95,"35,7","0,3",0,1480,NULL
11249,1992-10-29 00:00:00.000,"21,9","26,7","18,4",92,76,"11,9","1,1",1,1770,NULL
11250,1992-10-30 00:00:00.000,"23,3","26,7",21,86,74,"0,6","2,6","6,9",1780,NULL
11251,1992-10-31 00:00:00.000,"23,5","28,7","20,3",81,63,0,"3,9","9,2",1620,NULL
11252,1992-11-01 00:00:00.000,"23,3","27,9","20,7",81,62,0,"3,8",10,1480,NULL
11253,1992-11-02 00:00:00.000,"22,5","26,2","20,4",87,77,0,"2,6","6,2",1340,NULL
11254,1992-11-03 00:00:00.000,"22,6","27,8","20,8",87,70,"2,3","2,5","5,6",1220,NULL
11255,1992-11-04 00:00:00.000,"22,3","27,2","19,4",79,57,0,4,"9,9",1120,NULL
11256,1992-11-05 00:00:00.000,"21,6","25,5","19,1",84,71,0,"3,1","3,9",1020,NULL
11257,1992-11-06 00:00:00.000,"22,4",26,20,85,72,"2,4","2,4","1,4",938,NULL
11258,1992-11-07 00:00:00.000,"22,9","27,9","20,6",81,62,0,"3,9",11,868,NULL
11259,1992-11-08 00:00:00.000,"22,3","27,9","19,2",76,53,0,"4,9","10,8",802,NULL
11260,1992-11-09 00:00:00.000,"21,6","25,7","19,3",81,63,0,"4,1",8,744,NULL
11261,1992-11-10 00:00:00.000,"20,1","23,7","17,8",83,71,"0,3","2,9","2,9",691,NULL
11262,1992-11-11 00:00:00.000,"20,8","25,1","18,5",83,66,0,"3,1","6,8",649,NULL
11263,1992-11-12 00:00:00.000,"21,4","24,7","19,8",86,76,"1,2","2,6","1,6",616,NULL
11264,1992-11-13 00:00:00.000,"20,4","23,9","18,6",88,73,"0,3","1,9","0,9",589,NULL
11265,1992-11-14 00:00:00.000,"20,8","23,2","18,6",92,84,"2,5","1,6",0,566,NULL
11266,1992-11-15 00:00:00.000,"22,9","27,5","20,8",81,62,0,"3,7","9,7",547,NULL
11267,1992-11-16 00:00:00.000,"22,9","27,5","20,3",78,55,0,"4,5","9,7",536,NULL
11268,1992-11-17 00:00:00.000,"22,3","26,4","20,4",85,72,"0,2","2,9","4,7",519,NULL
11269,1992-11-18 00:00:00.000,"22,6","26,9","20,4",85,67,0,"3,1","8,2",498,NULL
11270,1992-11-19 00:00:00.000,"22,9","27,5","19,6",81,65,0,"3,7","10,6",480,NULL
11271,1992-11-20 00:00:00.000,"22,1","26,7","19,5",82,69,0,"3,8",9,468,NULL
11272,1992-11-21 00:00:00.000,"21,7","25,9","19,8",79,62,0,"4,2",10,455,NULL
11273,1992-11-22 00:00:00.000,"21,8","27,2",19,81,60,0,"4,4","10,1",442,NULL
11274,1992-11-23 00:00:00.000,"21,2","26,2","18,8",79,63,0,5,"9,4",432,NULL
11275,1992-11-24 00:00:00.000,"21,7",27,"18,5",79,58,0,"4,3","9,4",419,NULL
11276,1992-11-25 00:00:00.000,"20,8","26,9","17,3",82,59,0,"3,8","8,2",407,NULL
11277,1992-11-26 00:00:00.000,"19,9","25,5","16,8",80,60,0,"3,1","10,2",393,NULL
11278,1992-11-27 00:00:00.000,"19,2","22,2",17,89,81,0,"1,3","1,3",882,NULL
11279,1992-11-28 00:00:00.000,"19,5","22,9","17,7",86,78,"0,4","2,4","3,6",368,NULL
11280,1992-11-29 00:00:00.000,"19,2","23,7","15,9",77,53,0,"3,7","10,3",356,NULL
11281,1992-11-30 00:00:00.000,"18,9",25,"14,5",75,54,0,"4,9","10,4",347,NULL
11282,1992-12-01 00:00:00.000,"19,3","25,4","16,1",73,56,0,"5,2","10,4",334,NULL
11283,1992-12-02 00:00:00.000,"19,1","24,4","16,4",76,60,0,"4,5","9,7",322,NULL
11284,1992-12-03 00:00:00.000,20,"23,7","17,3",89,76,0,2,"3,8",308,NULL
11285,1992-12-04 00:00:00.000,"21,9","26,6","19,7",86,69,"1,2",3,"6,6",299,NULL
11286,1992-12-05 00:00:00.000,22,26,"20,1",82,61,0,"3,4","2,6",290,NULL
11287,1992-12-06 00:00:00.000,"21,7","25,9",20,84,68,0,"3,9",7,288,NULL
11288,1992-12-07 00:00:00.000,"21,3","27,3","18,4",83,63,0,4,"6,9",281,NULL
11289,1992-12-08 00:00:00.000,"22,4","26,9","19,8",81,62,0,"3,3","1,5",277,NULL
11290,1992-12-09 00:00:00.000,"21,9","25,4","20,6",81,71,0,"3,7",2,279,NULL
11291,1992-12-10 00:00:00.000,"22,8","28,9","19,7",79,55,0,"4,7","10,7",273,NULL
11292,1992-12-11 00:00:00.000,"22,6","29,2",19,78,53,0,"4,4","10,5",270,NULL
11293,1992-12-12 00:00:00.000,"22,5","28,3","18,8",75,49,0,"3,2","10,6",268,NULL
11294,1992-12-13 00:00:00.000,"22,5","30,4","18,4",79,50,0,"2,4",10,264,NULL
11295,1992-12-14 00:00:00.000,"22,9","31,1","18,3",76,41,0,"3,6","9,9",259,NULL
11296,1992-12-15 00:00:00.000,"21,5","26,8","19,2",74,48,0,"2,4","10,1",251,NULL
11297,1992-12-16 00:00:00.000,"21,1","26,8",19,78,64,0,"4,9","10,1",242,NULL
11298,1992-12-17 00:00:00.000,"20,5","26,9","17,6",75,51,0,"5,4","10,4",233,NULL
11299,1992-12-18 00:00:00.000,"20,1","26,4","16,8",79,54,0,"4,2","8,5",229,NULL
11300,1992-12-19 00:00:00.000,"20,9","26,3","16,9",84,67,0,"4,1",9,220,NULL
11301,1992-12-20 00:00:00.000,"22,1","27,9","18,2",78,59,0,"4,7","8,8",215,NULL
11302,1992-12-21 00:00:00.000,"22,2","25,4","20,2",83,70,0,"3,7","2,8",209,NULL
11303,1992-12-22 00:00:00.000,"22,4","27,7","20,5",78,58,0,"4,8","5,3",207,NULL
11304,1992-12-23 00:00:00.000,"21,8","27,2","19,5",76,52,"0,1","5,7","7,2",202,NULL
11305,1992-12-24 00:00:00.000,"21,8","25,6","19,7",82,68,0,"3,6","5,5",198,NULL
11306,1992-12-25 00:00:00.000,"22,2","29,7","18,4",82,54,0,"4,1","7,1",196,NULL
11307,1992-12-26 00:00:00.000,22,27,"19,4",83,63,0,"3,7","7,9",191,NULL
11308,1992-12-27 00:00:00.000,"22,5","29,9","19,2",81,54,0,"4,1","10,5",189,NULL
11309,1992-12-28 00:00:00.000,"23,5","31,2","19,4",75,45,0,"4,6","10,1",187,NULL
11310,1992-12-29 00:00:00.000,"23,2","29,7","19,7",77,52,0,"5,1","10,5",187,NULL
11311,1992-12-30 00:00:00.000,"22,9","29,5","19,3",79,52,0,"4,7","9,9",185,NULL
11312,1992-12-31 00:00:00.000,22,"27,7","19,4",80,60,0,"5,5","10,7",180,NULL
11313,1993-01-01 00:00:00.000,"22,2","28,3","18,8",76,51,0,"5,7","10,9",164,NULL
11314,1993-01-02 00:00:00.000,"21,9","28,1","18,9",78,50,0,"5,2","10,5",157,NULL
11315,1993-01-03 00:00:00.000,"22,3","28,9","18,6",78,53,0,5,"10,5",155,NULL
11316,1993-01-04 00:00:00.000,22,"29,5","18,1",81,53,0,"4,7","8,4",151,NULL
11317,1993-01-05 00:00:00.000,"22,2","28,3","18,5",74,49,0,"6,4","10,4",147,NULL
11318,1993-01-06 00:00:00.000,22,29,"18,5",79,53,0,"6,2","10,8",141,NULL
